repo,n_items,example_url
incuna/django-user-management,6,https://github.com/incuna/django-user-management/blob/6784e33191d4eff624d2cf2df9ca01db4f23c9c6/user_management/models/admin_forms.py#L33-L43
ingolemo/python-lenses,8,https://github.com/ingolemo/python-lenses/blob/a3a6ed0a31f6674451e542e7380a8aa16e6f8edf/examples/robots.py#L81-L111
innodatalabs/lxmlx,7,https://github.com/innodatalabs/lxmlx/blob/d0514f62127e51378be4e0c8cea2622c9786f99f/lxmlx/event.py#L32-L59
inspirehep/harvesting-kit,22,https://github.com/inspirehep/harvesting-kit/blob/33a7f8aa9dade1d863110c6d8b27dfd955cb471f/harvestingkit/inspire_cds_package/from_inspire.py#L499-L515
instagrambot/instabot,1,https://github.com/instagrambot/instabot/blob/d734f892ac4cc35d22746a4f2680425ffaff0927/instabot/bot/bot_like.py#L117-L121
intel-analytics/BigDL,16,https://github.com/intel-analytics/BigDL/blob/e9c19788285986ab789a2e2998f9a85d7524779f/pyspark/bigdl/nn/keras/layer.py#L50-L57
inveniosoftware-contrib/invenio-groups,5,https://github.com/inveniosoftware-contrib/invenio-groups/blob/109481d6b02701db00b72223dd4a65e167c589a6/invenio_groups/views.py#L196-L218
inveniosoftware/invenio-migrator,23,https://github.com/inveniosoftware/invenio-migrator/blob/6902c6968a39b747d15e32363f43b7dffe2622c2/invenio_migrator/legacy/deposit.py#L54-L96
inveniosoftware/invenio-records-ui,3,https://github.com/inveniosoftware/invenio-records-ui/blob/ae92367978f2e1e96634685bd296f0fd92b4da54/invenio_records_ui/ext.py#L29-L38
ioam/lancet,4,https://github.com/ioam/lancet/blob/1fbbf88fa0e8974ff9ed462e3cb11722ddebdd6e/lancet/launch.py#L1063-L1077
ioam/parambokeh,2,https://github.com/ioam/parambokeh/blob/fb9744f216273c7b24e65d037b1d621c08d7fde6/parambokeh/__init__.py#L458-L462
ionelmc/python-tblib,4,https://github.com/ionelmc/python-tblib/blob/00be69aa97e1eb1c09282b1cdb72539c947d4515/src/tblib/__init__.py#L141-L160
iotaledger/iota.lib.py,8,https://github.com/iotaledger/iota.lib.py/blob/97cdd1e241498446b46157b79b2a1ea2ec6d387a/iota/crypto/signing.py#L191-L219
iotile/typedargs,12,https://github.com/iotile/typedargs/blob/0a5091a664b9b4d836e091e9ba583e944f438fd8/typedargs/metadata.py#L197-L212
isambard-uob/budeff,2,https://github.com/isambard-uob/budeff/blob/8be099b7e50d4855ad3cc4aa875938da2c9449e6/src/budeff/__init__.py#L50-L77
its-rigs/Trolly,12,https://github.com/its-rigs/Trolly/blob/483dc94c352df40dc05ead31820b059b2545cf82/trolly/organisation.py#L78-L90
jab/bidict,4,https://github.com/jab/bidict/blob/1a1ba9758651aed9c4f58384eff006d2e2ad6835/bidict/_orderedbase.py#L169-L187
jaraco/jaraco.classes,4,https://github.com/jaraco/jaraco.classes/blob/6347957478d589101a0774464d8d282520c2c990/jaraco/classes/ancestry.py#L30-L75
jaraco/jaraco.itertools,5,https://github.com/jaraco/jaraco.itertools/blob/0dc47c8924fa3d9ab676c3a6e195f03f728b72c6/jaraco/itertools.py#L803-L812
jaraco/jaraco.util,3,https://github.com/jaraco/jaraco.util/blob/f21071c64f165a5cf844db15e39356e1a47f4b02/jaraco/util/subprocess.py#L17-L52
jaraco/svg.charts,11,https://github.com/jaraco/svg.charts/blob/23053497b3f1af4e760f355050107ae3bc05909d/svg/charts/plot.py#L195-L200
jayclassless/tidypy,1,https://github.com/jayclassless/tidypy/blob/3c3497ca377fbbe937103b77b02b326c860c748f/src/tidypy/core.py#L158-L187
jazzband/django-ddp,12,https://github.com/jazzband/django-ddp/blob/1e1954b06fe140346acea43582515991685e4e01/dddp/accounts/ddp.py#L561-L570
jazzband/django-mongonaut,1,https://github.com/jazzband/django-mongonaut/blob/5485b2e029dff8ae267a4cb39c92d0a72cb5b144/mongonaut/forms/widgets.py#L48-L55
jedp/python-redis-log,1,https://github.com/jedp/python-redis-log/blob/3fc81a43423adf289a7ec985f282a8a40341fc87/redislog/logger.py#L15-L50
jerith/txfake,1,https://github.com/jerith/txfake/blob/5c1cda2b9a56458c254d0d9476b6c426d57f5757/txfake/fake_connection.py#L220-L228
jfinkels/birkhoff,1,https://github.com/jfinkels/birkhoff/blob/86fff692c9cfb7217e51e25868230f4e0b53caa0/make-release.py#L73-L106
jgorset/django-kronos,2,https://github.com/jgorset/django-kronos/blob/82ca16f5d499de3d34e0677e64ffab62d45424ce/kronos/__init__.py#L142-L150
jhermann/rituals,1,https://github.com/jhermann/rituals/blob/1534f50d81e19bbbe799e2eba0acdefbce047c06/src/rituals/util/shell.py#L32-L44
jic-dtool/dtool-azure,1,https://github.com/jic-dtool/dtool-azure/blob/5f5f1faa040e047e619380faf437a74cdfa09737/dtool_azure/storagebroker.py#L440-L469
jic-dtool/dtool-create,1,https://github.com/jic-dtool/dtool-create/blob/12172363d14eaedba2db4c452ef995b14f1b630d/dtool_create/dataset.py#L235-L261
jic-dtool/dtool-s3,1,https://github.com/jic-dtool/dtool-s3/blob/b92aca9b557797bb99390463982521a557a2e704/dtool_s3/storagebroker.py#L330-L344
jjangsangy/py-translate,6,https://github.com/jjangsangy/py-translate/blob/fe6279b2ee353f42ce73333ffae104e646311956/translate/languages.py#L12-L32
joeblackwaslike/pricing,3,https://github.com/joeblackwaslike/pricing/blob/be988b0851b4313af81f1db475bc33248700e39c/pricing/price.py#L36-L43
joelfrederico/SciSalt,6,https://github.com/joelfrederico/SciSalt/blob/7bf57c49c7dde0a8b0aa337fbd2fbd527ce7a67f/scisalt/PWFA/ions2d.py#L73-L77
jonfaustman/django-frontend,1,https://github.com/jonfaustman/django-frontend/blob/897934d593fade0eb1998f8fadd18c91a89e5b9a/djfrontend/templatetags/djfrontend.py#L240-L253
joopert/nad_receiver,7,https://github.com/joopert/nad_receiver/blob/416de0173a330c75cc73f9c90b0c5df32e5e0ba3/nad_receiver/__init__.py#L239-L243
josiahcarlson/rom,8,https://github.com/josiahcarlson/rom/blob/8b5607a856341df85df33422accc30ba9294dbdb/rom/model.py#L475-L502
jpweiser/cuts,1,https://github.com/jpweiser/cuts/blob/5baf7f2e145045942ee8dcaccbc47f8f821fcb56/cuts/cutter.py#L84-L118
jrfonseca/xdot.py,1,https://github.com/jrfonseca/xdot.py/blob/6248c81c21a0fe825089311b17f2c302eea614a2/xdot/ui/elements.py#L55-L58
jrxFive/python-nomad,7,https://github.com/jrxFive/python-nomad/blob/37df37e4de21e6f8ac41c6154e7f1f44f1800020/nomad/api/client.py#L43-L59
jshiv/turntable,4,https://github.com/jshiv/turntable/blob/c095a93df14d672ba54db164a7ab7373444d1829/turntable/utils.py#L58-L79
juga0/dhcpcanon,9,https://github.com/juga0/dhcpcanon/blob/9f51a29e57fe93dc93fb22bb0ed12fcfe9557e59/dhcpcanon/dhcpcapfsm.py#L464-L484
jupyter-widgets/jupyterlab-sidecar,4,https://github.com/jupyter-widgets/jupyterlab-sidecar/blob/8889d09f1a0933e2cbee06d4874f720b075b29e8/setupbase.py#L208-L216
justanr/flask-allows,2,https://github.com/justanr/flask-allows/blob/39fa5c8692836a33646ea43b4081e7c2181ec7c4/src/flask_allows/allows.py#L124-L153
kadrlica/pymodeler,5,https://github.com/kadrlica/pymodeler/blob/f426c01416fd4b8fc3afeeb6d3b5d1cb0cb8f8e3/pymodeler/model.py#L335-L355
karimbahgat/PyCRS,6,https://github.com/karimbahgat/PyCRS/blob/d6a8bb9c28787a25b4a1d59a7e4603db3221eaef/pycrs/elements/cs.py#L90-L94
katerina7479/pypdflite,10,https://github.com/katerina7479/pypdflite/blob/ac2501f30d6619eae9dea5644717575ca9263d0a/pypdflite/session.py#L53-L62
keflavich/plfit,3,https://github.com/keflavich/plfit/blob/7dafa6302b427ba8c89651148e3e9d29add436c3/plfit/plfit.py#L1015-L1045
kejbaly2/comdev,3,https://github.com/kejbaly2/comdev/blob/5a9067d3c1ae46eeccb9d36e8c231ea5224b42b4/comdev/google_api.py#L184-L205
kgiusti/pyngus,7,https://github.com/kgiusti/pyngus/blob/5392392046989f1bb84ba938c30e4d48311075f1/examples/utils.py#L33-L42
kisom/pypcapfile,6,https://github.com/kisom/pypcapfile/blob/67520cfbb6c2e9ab3e7c181a8012ddc56ec5cad8/pcapfile/protocols/linklayer/wifi.py#L1543-L1567
kmmbvnr/django-any,7,https://github.com/kmmbvnr/django-any/blob/6f64ebd05476e2149e2e71deeefbb10f8edfc412/django_any/models.py#L311-L322
knipknap/SpiffWorkflow,3,https://github.com/knipknap/SpiffWorkflow/blob/f0af7f59a332e0619e4f3c00a7d4a3d230760e00/SpiffWorkflow/bpmn/serializer/Packager.py#L339-L360
koalalorenzo/python-digitalocean,8,https://github.com/koalalorenzo/python-digitalocean/blob/d0221b57856fb1e131cafecf99d826f7b07a947c/digitalocean/baseapi.py#L118-L141
koenedaele/skosprovider,7,https://github.com/koenedaele/skosprovider/blob/7304a37953978ca8227febc2d3cc2b2be178f215/skosprovider/uri.py#L115-L128
kolypto/py-smsframework,7,https://github.com/kolypto/py-smsframework/blob/4f3d812711f5e2e037dc80c4014c815fe2d68a0b/smsframework/providers/forward/provider.py#L107-L141
kurtbrose/sampro,2,https://github.com/kurtbrose/sampro/blob/368aa0cd1a3683d12483925c4e97d225f40c8d36/sampro/sampro.py#L122-L141
labstreaminglayer/liblsl-Python,4,https://github.com/labstreaminglayer/liblsl-Python/blob/1ff6fe2794f8dba286b7491d1f7a4c915b8a0605/pylsl/pylsl.py#L1003-L1008
lambdalisue/django-codemirror-widget,1,https://github.com/lambdalisue/django-codemirror-widget/blob/e795ade2c0c18b462e729feafa616a3047998b4b/codemirror/widgets.py#L162-L171
laplacesdemon/django-youtube,5,https://github.com/laplacesdemon/django-youtube/blob/8051ef372473eccb053f773c68e2e5e1b2cfb538/django_youtube/api.py#L108-L127
larsyencken/proj,1,https://github.com/larsyencken/proj/blob/44fd72aeb9bbf72046d81c4e9e4306a23335dc0a/proj/__init__.py#L145-L161
lcharleux/argiope,10,https://github.com/lcharleux/argiope/blob/8170e431362dc760589f7d141090fd133dece259/argiope/mesh.py#L290-L297
learningequality/morango,3,https://github.com/learningequality/morango/blob/c3ec2554b026f65ac5f0fc5c9d439277fbac14f9/morango/api/permissions.py#L15-L43
lensacom/sparkit-learn,7,https://github.com/lensacom/sparkit-learn/blob/0498502107c1f7dcf33cda0cdb6f5ba4b42524b7/splearn/feature_extraction/text.py#L169-L197
leovp/steamfiles,3,https://github.com/leovp/steamfiles/blob/e2264d09d128aecb838c4d310d7ea11e28c6597e/steamfiles/manifest.py#L46-L78
lepture/flask-oauthlib,17,https://github.com/lepture/flask-oauthlib/blob/9e6f152a5bb360e7496210da21561c3e6d41b0e1/flask_oauthlib/provider/oauth2.py#L1006-L1022
lesscpy/lesscpy,9,https://github.com/lesscpy/lesscpy/blob/51e392fb4a3cd4ccfb6175e0e42ce7d2f6b78126/lesscpy/lessc/scope.py#L174-L199
librosa/librosa,15,https://github.com/librosa/librosa/blob/180e8e6eb8f958fa6b20b8cba389f7945d508247/librosa/filters.py#L362-L387
limix/glimix-core,1,https://github.com/limix/glimix-core/blob/cddd0994591d100499cc41c1f480ddd575e7a980/glimix_core/_ep/posterior_linear_kernel.py#L65-L88
lincolnloop/goodconf,1,https://github.com/lincolnloop/goodconf/blob/19515da5783f86b9516dbf81531107c2d9eae567/goodconf/contrib/argparse.py#L5-L14
linkedin/naarad,4,https://github.com/linkedin/naarad/blob/261e2c0760fd6a6b0ee59064180bd8e3674311fe/src/naarad/utils.py#L619-L651
litl/leeroy,1,https://github.com/litl/leeroy/blob/ab6565a3b63e9103d8c011d9c62a9c0ad589b051/leeroy/github.py#L251-L262
lkreidberg/batman,3,https://github.com/lkreidberg/batman/blob/77f3275c12a01ef5b7a89b1aeb6272a7c28452a1/batman/transitmodel.py#L284-L289
lmjohns3/theanets,10,https://github.com/lmjohns3/theanets/blob/79db9f878ef2071f2f576a1cf5d43a752a55894a/theanets/layers/base.py#L340-L368
loanzen/probe-py,2,https://github.com/loanzen/probe-py/blob/b5dbb0dba26c9b451e9bf1dec9e1aaa7f42d75a5/probe/models/financial_data_status_datastatus.py#L96-L114
loverajoel/sqlalchemy-elasticquery,3,https://github.com/loverajoel/sqlalchemy-elasticquery/blob/4c99b81f59e7bb20eaeedb3adbf5126e62bbc25c/sqlalchemy_elasticquery/elastic_query.py#L95-L111
lsst-sqre/lsst-projectmeta-kit,6,https://github.com/lsst-sqre/lsst-projectmeta-kit/blob/ac8d4ff65bb93d8fdeb1b46ae6eb5d7414f1ae14/lsstprojectmeta/tex/lsstdoc.py#L425-L446
lvh/txampext,7,https://github.com/lvh/txampext/blob/a7d6cb9f1e9200dba597378cd40eb6a2096d4fd9/txampext/errors.py#L12-L20
macacajs/wd.py,1,https://github.com/macacajs/wd.py/blob/6d3c52060013e01a67cd52b68b5230b387427bad/macaca/webelement.py#L517-L548
madprime/vcf2clinvar,1,https://github.com/madprime/vcf2clinvar/blob/d5bbf6df2902c6cabe9ef1894cfac527e90fa32a/vcf2clinvar/common.py#L78-L84
makearl/tornado-profile,1,https://github.com/makearl/tornado-profile/blob/1b721480d7edc6229f991469e88b9f7a8bb914f3/tornado_profile.py#L42-L68
makeev/django-boolean-switch,1,https://github.com/makeev/django-boolean-switch/blob/ed740dbb56d0bb1ad20d4b1e124055283b0e932f/boolean_switch/views.py#L9-L37
maralla/bmd,4,https://github.com/maralla/bmd/blob/bbf87dc01de9a363ae5031e22a5ccc50d506f78a/bmd/bmd.py#L61-L85
mariano/pyfire,3,https://github.com/mariano/pyfire/blob/42e3490c138abc8e10f2e9f8f8f3b40240a80412/pyfire/stream.py#L235-L253
marionette-tg/marionette,5,https://github.com/marionette-tg/marionette/blob/bb40a334a18c82728eec01c9b56330bcb91a28da/marionette_tg/dsl.py#L249-L259
marl/jams,9,https://github.com/marl/jams/blob/b16778399b9528efbd71434842a079f7691a7a66/jams/core.py#L1674-L1712
marrabld/planarradpy,8,https://github.com/marrabld/planarradpy/blob/5095d1cb98d4f67a7c3108c9282f2d59253e89a8/libplanarradpy/planrad.py#L929-L934
marrow/web.db,2,https://github.com/marrow/web.db/blob/c755fbff7028a5edc223d6a631b8421858274fc4/web/ext/db.py#L52-L57
marshmallow-code/marshmallow-sqlalchemy,2,https://github.com/marshmallow-code/marshmallow-sqlalchemy/blob/afe3a9ebd886791b662607499c180d2baaeaf617/src/marshmallow_sqlalchemy/schema.py#L54-L66
matthewdeanmartin/find_known_secrets,1,https://github.com/matthewdeanmartin/find_known_secrets/blob/f25735c1ab4512bad85ade33af7021f6fac1d13b/find_known_secrets/main.py#L40-L57
maxcountryman/flask-uploads,3,https://github.com/maxcountryman/flask-uploads/blob/dc24fa0c53d605876e5b4502cadffdf1a4345b1d/flask_uploads.py#L433-L452
mcs07/MolVS,4,https://github.com/mcs07/MolVS/blob/d815fe52d160abcecbcbf117e6437bf727dbd8ad/molvs/standardize.py#L78-L99
mdgoldberg/sportsref,41,https://github.com/mdgoldberg/sportsref/blob/09f11ac856a23c96d666d1d510bb35d6f050b5c3/sportsref/nba/players.py#L175-L177
memsql/memsql-python,10,https://github.com/memsql/memsql-python/blob/aac223a1b937d5b348b42af3c601a6c685ca633a/memsql/common/connection_pool.py#L134-L147
mental32/spotify.py,11,https://github.com/mental32/spotify.py/blob/bb296cac7c3dd289908906b7069bd80f43950515/spotify/client.py#L126-L140
mesos-magellan/pyrallelsa,1,https://github.com/mesos-magellan/pyrallelsa/blob/bbdeefd0c7ea4fd9a2e29624bf1b21e3da039cb1/pyrallelsa/examples/tsp/__init__.py#L95-L106
midasplatform/pydas,1,https://github.com/midasplatform/pydas/blob/e5f9e96e754fb2dc5da187b05e4abc77a9b2affd/pydas/api.py#L525-L548
mikeshultz/rawl,1,https://github.com/mikeshultz/rawl/blob/818ebeabba5e051627d444c4849fde55947f94be/rawl/__init__.py#L371-L387
mikewaters/command-session,1,https://github.com/mikewaters/command-session/blob/cea0d81a56551530f52f1cf3780c0ac408e069ef/commandsession/commandsession.py#L148-L154
minttu/tmc.py,3,https://github.com/minttu/tmc.py/blob/212cfe1791a4aab4783f99b665cc32da6437f419/tmc/ui/prompt.py#L1-L8
mk-fg/python-onedrive,2,https://github.com/mk-fg/python-onedrive/blob/74d3f6605b0e8a9031a2aab8092f551293ffb533/onedrive/api_v5.py#L651-L679
mohan3d/PyOpenload,5,https://github.com/mohan3d/PyOpenload/blob/7f9353915ca5546926ef07be9395c6de60e761b1/openload/openload.py#L31-L55
mon/kbinxml,1,https://github.com/mon/kbinxml/blob/ca4a6e309ec458dd359f1bf25f91a4443758365a/kbinxml/kbinxml.py#L106-L126
mopidy/mopidy-spotify,2,https://github.com/mopidy/mopidy-spotify/blob/77a293088e63a7b4b77bf9409ce57cb14048d18c/mopidy_spotify/web.py#L196-L210
mordred-descriptor/mordred,5,https://github.com/mordred-descriptor/mordred/blob/2848b088fd7b6735590242b5e22573babc724f10/mordred/_base/calculator.py#L364-L382
mozilla-iot/webthing-python,15,https://github.com/mozilla-iot/webthing-python/blob/65d467c89ed79d0bbc42b8b3c8f9e5a320edd237/webthing/server.py#L343-L361
mozilla-services/sign-xpi-lib,2,https://github.com/mozilla-services/sign-xpi-lib/blob/bc6860b555fd26de9204f8d17289903e4fb9f106/sign_xpi_lib/sign_xpi_lib.py#L46-L66
mrtazz/notifo.py,4,https://github.com/mrtazz/notifo.py/blob/26079db3b40c26661155af20a9f16a0eca06dbde/notifo/notifo.py#L74-L102
mseclab/PyJFuzz,19,https://github.com/mseclab/PyJFuzz/blob/f777067076f62c9ab74ffea6e90fd54402b7a1b4/pyjfuzz/core/pjf_mutators.py#L142-L146
mshroyer/pointfree,8,https://github.com/mshroyer/pointfree/blob/a25ecb3f0cd583e0730ecdde83018e5089711854/pointfree.py#L595-L629
mwgielen/jackal,8,https://github.com/mwgielen/jackal/blob/7fe62732eb5194b7246215d5277fb37c398097bf/jackal/scripts/named_pipes.py#L50-L67
mwhooker/jsonselect,2,https://github.com/mwhooker/jsonselect/blob/c64aa9ea930de0344797ff87b04c753c8fc096a6/jsonselect/jsonselect.py#L386-L430
mwickert/scikit-dsp-comm,9,https://github.com/mwickert/scikit-dsp-comm/blob/5c1353412a4d81a8d7da169057564ecf940f8b5b/sk_dsp_comm/fir_design_helper.py#L353-L371
myint/autoflake,10,https://github.com/myint/autoflake/blob/68fea68646922b920d55975f9f2adaeafd84df4f/autoflake.py#L456-L476
napalm-automation/napalm-yang,2,https://github.com/napalm-automation/napalm-yang/blob/998e8a933171d010b8544bcc5dc448e2b68051e2/napalm_yang/jinja_filters/helpers.py#L4-L25
nathancahill/mimicdb,4,https://github.com/nathancahill/mimicdb/blob/9d0e8ebcba31d937f73752f9b88e5a4fec860765/mimicdb/s3/bucket.py#L26-L36
nats-io/asyncio-nats,3,https://github.com/nats-io/asyncio-nats/blob/39e840be0b12ce326edac0bba69aeb1be930dcb8/nats/aio/client.py#L1010-L1032
ncolony/ncolony,3,https://github.com/ncolony/ncolony/blob/6ac71bda1de6706fb34244ae4972e36db5f062d3/ncolony/client/heart.py#L57-L69
ndokter/dsmr_parser,3,https://github.com/ndokter/dsmr_parser/blob/c04b0a5add58ce70153eede1a87ca171876b61c7/dsmr_parser/clients/protocol.py#L49-L55
ndrlslz/ternya,8,https://github.com/ndrlslz/ternya/blob/c05aec10029e645d63ff04313dbcf2644743481f/ternya/annotation.py#L227-L253
neherlab/treetime,18,https://github.com/neherlab/treetime/blob/f6cdb58d19243a18ffdaa2b2ec71872fa00e65c0/treetime/treeanc.py#L771-L782
neithere/argh,6,https://github.com/neithere/argh/blob/dcd3253f2994400a6a58a700c118c53765bc50a4/argh/assembling.py#L120-L149
nephics/mat4py,1,https://github.com/nephics/mat4py/blob/6c1a2ad903937437cc5f24f3c3f5aa2c5a77a1c1/mat4py/loadmat.py#L146-L167
nerox8664/pytorch2keras,3,https://github.com/nerox8664/pytorch2keras/blob/750eaf747323580e6732d0c5ba9f2f39cb096764/pytorch2keras/upsampling_layers.py#L45-L78
nesdis/djongo,3,https://github.com/nesdis/djongo/blob/7f9d79455cf030cb5eee0b822502c50a0d9d3abb/djongo/base.py#L199-L203
netom/satispy,4,https://github.com/netom/satispy/blob/0201a7bffd9070441b9e82187348d61c53922b6b/satispy/cnf.py#L128-L156
neurodata/ndio,17,https://github.com/neurodata/ndio/blob/792dd5816bc770b05a3db2f4327da42ff6253531/ndio/remote/data.py#L447-L470
neurosynth/neurosynth,14,https://github.com/neurosynth/neurosynth/blob/948ce7edce15d7df693446e76834e0c23bfe8f11/neurosynth/analysis/cluster.py#L63-L69
nicfit/nicfit.py,6,https://github.com/nicfit/nicfit.py/blob/8313f8edbc5e7361ddad496d6d818324b5236c7a/nicfit/command.py#L118-L135
nickw444/flask-ldap3-login,5,https://github.com/nickw444/flask-ldap3-login/blob/3cf0faff52d0e04d4813119a2ba36d706e6fb31f/flask_ldap3_login/__init__.py#L174-L189
nickw444/nessclient,3,https://github.com/nickw444/nessclient/blob/9a2e3d450448312f56e708b8c7adeaef878cc28a/nessclient/packet.py#L186-L205
nicolargo/pymdstat,3,https://github.com/nicolargo/pymdstat/blob/97fd47117e687463205fb562269feb9f95d59620/pymdstat/pymdstat.py#L168-L184
ninjaaron/libaaron,7,https://github.com/ninjaaron/libaaron/blob/a2ee417b784ca72c89c05bddb2e3e815a6b95154/libaaron/libaaron.py#L242-L246
nir0s/ghost,3,https://github.com/nir0s/ghost/blob/77da967a4577ca4cf100cfe34e87b39ad88bf21c/ghost.py#L361-L395
nirum/descent,17,https://github.com/nirum/descent/blob/074c8452f15a0da638668a4fe139fde06ccfae7f/descent/objectives.py#L119-L127
nkgilley/python-ecobee-api,4,https://github.com/nkgilley/python-ecobee-api/blob/cc8d90d20abcb9ef5b66ec9cb035bae2f06ba174/pyecobee/__init__.py#L353-L367
not-na/peng3d,25,https://github.com/not-na/peng3d/blob/1151be665b26cc8a479f6307086ba919e4d32d85/peng3d/util/__init__.py#L228-L242
nprapps/copydoc,6,https://github.com/nprapps/copydoc/blob/e1ab09b287beb0439748c319cf165cbc06c66624/copydoc.py#L110-L116
nsqio/pynsq,2,https://github.com/nsqio/pynsq/blob/48bf62d65ea63cddaa401efb23187b95511dbc84/nsq/event.py#L44-L57
numenta/nupic,21,https://github.com/numenta/nupic/blob/5922fafffdccc8812e72b3324965ad2f7d4bbdad/src/nupic/encoders/adaptive_scalar.py#L98-L110
nvdv/vprof,16,https://github.com/nvdv/vprof/blob/4c3ff78f8920ab10cb9c00b14143452aa09ff6bb/vprof/flame_graph.py#L88-L101
oasis-open/cti-taxii-client,2,https://github.com/oasis-open/cti-taxii-client/blob/b4c037fb61d8b8892af34423e2c67c81218d6f8e/taxii2client/__init__.py#L902-L917
oceanprotocol/oceandb-elasticsearch-driver,3,https://github.com/oceanprotocol/oceandb-elasticsearch-driver/blob/11901e8396252b9dbb70fd48debcfa82f1dd1ff2/oceandb_elasticsearch_driver/plugin.py#L136-L170
ojarva/python-sshpubkeys,2,https://github.com/ojarva/python-sshpubkeys/blob/86dc1ab27ce82dcc091ce127416cc3ee219e9bec/sshpubkeys/keys.py#L324-L353
ojengwa/accounting,1,https://github.com/ojengwa/accounting/blob/6343cf373a5c57941e407a92c101ac4bc45382e3/accounting/accounting.py#L98-L113
omaciel/pytest-fauxfactory,1,https://github.com/omaciel/pytest-fauxfactory/blob/4365f521e7d8a6db00bdc9a02743467aa5bd1d72/setup.py#L9-L13
open-mmlab/mmcv,32,https://github.com/open-mmlab/mmcv/blob/0d77f61450aab4dde8b8585a577cc496acb95d7f/mmcv/image/transforms/geometry.py#L67-L83
open511/open511,8,https://github.com/open511/open511/blob/3d573f59d7efa06ff1b5419ea5ff4d90a90b3cf8/open511/converter/tmdd.py#L21-L41
openai/baselines,6,https://github.com/openai/baselines/blob/3301089b48c42b87b396e246ea3f56fa4bfc9678/baselines/common/models.py#L16-L27
opencast/pyCA,11,https://github.com/opencast/pyCA/blob/c89b168d4780d157e1b3f7676628c1b131956a88/pyca/config.py#L75-L97
opencobra/cobrapy,2,https://github.com/opencobra/cobrapy/blob/9d1987cdb3a395cf4125a3439c3b002ff2be2009/cobra/io/dict.py#L149-L184
openergy/oplus,13,https://github.com/openergy/oplus/blob/f095868d1990c1d126e906ada6acbab26348b3d3/oplus/epm/epm.py#L187-L195
openstack/quark,2,https://github.com/openstack/quark/blob/1112e6a66917d3e98e44cb7b33b107fd5a74bb2e/quark/plugin_views.py#L369-L394
openstax/cnx-publishing,4,https://github.com/openstax/cnx-publishing/blob/f55b4a2c45d8618737288f1b74b4139d5ac74154/cnxpublishing/db.py#L921-L928
openvax/mhctools,2,https://github.com/openvax/mhctools/blob/b329b4dccd60fae41296816b8cbfe15d6ca07e67/mhctools/parsing.py#L159-L188
openwisp/netjsonconfig,5,https://github.com/openwisp/netjsonconfig/blob/c23ce9732720856e2f6dc54060db71a8182c7d4b/netjsonconfig/backends/openwisp/openwisp.py#L42-L76
orangain/scrapy-s3pipeline,3,https://github.com/orangain/scrapy-s3pipeline/blob/6301a3a057da6407b04a09c717498026f88706a4/s3pipeline/pipelines.py#L70-L93
oscarbranson/latools,42,https://github.com/oscarbranson/latools/blob/cd25a650cfee318152f234d992708511f7047fbe/latools/filtering/clustering.py#L5-L33
osfclient/osfclient,2,https://github.com/osfclient/osfclient/blob/44b9a87e8c1ae6b63cdecd27a924af3fc2bf94cf/osfclient/models/core.py#L62-L73
ossobv/exactonline,8,https://github.com/ossobv/exactonline/blob/f6bee418a9cb1fcf3ef17347ea7ab0dd3b573fde/exactonline/elements/invoice.py#L69-L89
pelotoncycle/cycle_detector,2,https://github.com/pelotoncycle/cycle_detector/blob/a7c1a2e321e232de10f5862f6042471a3c60beb9/cycle_detector.py#L130-L181
penguinmenac3/opendatalake,3,https://github.com/penguinmenac3/opendatalake/blob/77c888377095e1812a16982c8efbd2f6b1697a33/opendatalake/detection/utils.py#L787-L801
peri-source/peri,9,https://github.com/peri-source/peri/blob/61beed5deaaf978ab31ed716e8470d86ba639867/peri/opt/addsubtract.py#L59-L82
peterjc/flake8-rst-docstrings,2,https://github.com/peterjc/flake8-rst-docstrings/blob/b8b17d0317fc6728d5586553ab29a7d97e6417fd/flake8_rst_docstrings.py#L265-L288
phfaist/pylatexenc,1,https://github.com/phfaist/pylatexenc/blob/0c1788d1349e749501e67a6fba54d79e6e0d54f6/pylatexenc/latex2text.py#L755-L762
philipsoutham/py-mysql2pgsql,1,https://github.com/philipsoutham/py-mysql2pgsql/blob/66dc2a3a3119263b3fe77300fb636346509787ef/mysql2pgsql/lib/postgres_db_writer.py#L196-L206
phoikoi/sisy,7,https://github.com/phoikoi/sisy/blob/840c5463ab65488d34e99531f230e61f755d2d69/src/sisy/models.py#L295-L311
piface/pifacecommon,3,https://github.com/piface/pifacecommon/blob/006bca14c18d43ba2d9eafaa84ef83b512c51cf6/pifacecommon/interrupts.py#L419-L434
pilosus/ForgeryPy3,8,https://github.com/pilosus/ForgeryPy3/blob/e15f2e59538deb4cbfceaac314f5ea897f2d5450/forgery_py/forgery/lorem_ipsum.py#L143-L165
pingali/dgit,11,https://github.com/pingali/dgit/blob/ecde01f40b98f0719dbcfb54452270ed2f86686d/dgitcore/datasets/auto.py#L280-L312
playpauseandstop/bootstrapper,1,https://github.com/playpauseandstop/bootstrapper/blob/b216a05f2acb0b9f4919c4e010ff7b0f63fc1393/bootstrapper.py#L431-L453
pltrdy/rouge,1,https://github.com/pltrdy/rouge/blob/7bf8a83af5ca5c1677b93620b4e1f85ffd63b377/rouge/rouge.py#L34-L50
